source|target|weight
ur.016363614222.68|ur.0662125177.25|1
ur.016363614222.68|ur.0635721334.48|1
ur.016363614222.68|ur.0624720046.26|1
ur.016363614222.68|ur.0614341247.26|1
ur.016363614222.68|ur.0612432253.33|1
ur.016363614222.68|ur.01031414124.25|1
ur.016363614222.68|ur.01005433737.34|1
ur.016363614222.68|ur.01004776104.69|1
ur.0726655414.15|ur.0632511150.69|9
ur.0726655414.15|ur.0621643160.19|7
ur.0726655414.15|ur.01106116117.02|6
ur.0726655414.15|ur.01017036620.03|6
ur.0726655414.15|ur.01331056567.35|3
ur.0726655414.15|ur.01370021645.17|2
ur.0726655414.15|ur.0775446106.53|2
ur.0726655414.15|ur.07455163645.15|1
ur.0726655414.15|ur.01152151243.29|1
ur.0726655414.15|ur.010755450661.75|1
ur.0726655414.15|ur.01075465176.23|1
ur.0726655414.15|ur.01060742250.24|1
ur.0726655414.15|ur.01057707500.19|1
ur.0726655414.15|ur.010434714444.72|1
ur.0726655414.15|ur.01031414124.25|1
ur.0726655414.15|ur.01005433737.34|1
ur.0726655414.15|ur.01004776104.69|1
ur.0726655414.15|ur.01161070716.44|1
ur.0726655414.15|ur.01170402002.42|1
ur.0726655414.15|ur.01240545576.43|1
ur.0726655414.15|ur.016603011744.36|1
ur.0726655414.15|ur.0731112626.37|1
ur.0726655414.15|ur.0712067676.85|1
ur.0726655414.15|ur.0772772642.38|1
ur.0726655414.15|ur.0662125177.25|1
ur.0726655414.15|ur.0635721334.48|1
ur.0726655414.15|ur.0775325121.62|1
ur.0726655414.15|ur.0624720046.26|1
ur.0726655414.15|ur.0614341247.26|1
ur.0726655414.15|ur.0612432253.33|1
ur.0726655414.15|ur.016626773715.87|1
ur.0726655414.15|ur.016407141111.81|1
ur.0726655414.15|ur.01247073502.08|1
ur.0726655414.15|ur.014732510515.04|1
ur.0726655414.15|ur.014312157652.15|1
ur.0726655414.15|ur.01360117561.19|1
ur.0726655414.15|ur.01324610003.38|1
ur.0726655414.15|ur.01306513376.45|1
ur.0726655414.15|ur.01270211166.22|1
ur.0726655414.15|ur.01262630264.32|1
ur.0726655414.15|ur.01250104272.04|1
ur.0726655414.15|ur.0755572020.37|1
ur.0640512403.86|ur.01207120103.29|5
ur.0640512403.86|ur.0721730631.45|5
ur.0640512403.86|ur.07423561367.62|3
ur.0640512403.86|ur.01242565474.00|3
ur.0640512403.86|ur.0721775233.60|2
ur.0640512403.86|ur.0767105504.29|2
ur.0640512403.86|ur.0657076451.24|2
ur.0640512403.86|ur.01100431331.04|2
ur.0640512403.86|ur.011033016243.08|2
ur.0640512403.86|ur.011535264111.51|2
ur.0640512403.86|ur.0722660612.29|1
ur.0640512403.86|ur.0704160417.51|1
ur.0640512403.86|ur.0674632425.14|1
ur.0640512403.86|ur.0640512403.86|1
ur.0640512403.86|ur.014306243761.27|1
ur.0640512403.86|ur.012776413773.26|1
ur.0640512403.86|ur.01107342035.04|1
ur.0640512403.86|ur.010546143103.08|1
ur.0763521661.41|ur.0632511150.69|9
ur.0763521661.41|ur.0621643160.19|7
ur.0763521661.41|ur.01106116117.02|6
ur.0763521661.41|ur.01017036620.03|6
ur.0763521661.41|ur.01331056567.35|3
ur.0763521661.41|ur.01370021645.17|2
ur.0763521661.41|ur.0775446106.53|2
ur.0763521661.41|ur.0662125177.25|1
ur.0763521661.41|ur.0712067676.85|1
ur.0763521661.41|ur.0731112626.37|1
ur.0763521661.41|ur.07455163645.15|1
ur.0763521661.41|ur.0755572020.37|1
ur.0763521661.41|ur.0772772642.38|1
ur.0763521661.41|ur.0775325121.62|1
ur.0763521661.41|ur.0635721334.48|1
ur.0763521661.41|ur.0624720046.26|1
ur.0763521661.41|ur.01004776104.69|1
ur.0763521661.41|ur.01005433737.34|1
ur.0763521661.41|ur.01031414124.25|1
ur.0763521661.41|ur.010434714444.72|1
ur.0763521661.41|ur.01057707500.19|1
ur.0763521661.41|ur.01060742250.24|1
ur.0763521661.41|ur.01075465176.23|1
ur.0763521661.41|ur.010755450661.75|1
ur.0763521661.41|ur.014312157652.15|1
ur.0763521661.41|ur.014732510515.04|1
ur.0763521661.41|ur.016407141111.81|1
ur.0763521661.41|ur.016603011744.36|1
ur.0763521661.41|ur.016626773715.87|1
ur.0763521661.41|ur.0612432253.33|1
ur.0763521661.41|ur.0614341247.26|1
ur.0763521661.41|ur.01240545576.43|1
ur.0763521661.41|ur.01152151243.29|1
ur.0763521661.41|ur.01161070716.44|1
ur.0763521661.41|ur.01170402002.42|1
ur.0763521661.41|ur.01247073502.08|1
ur.0763521661.41|ur.01250104272.04|1
ur.0763521661.41|ur.01262630264.32|1
ur.0763521661.41|ur.01270211166.22|1
ur.0763521661.41|ur.01306513376.45|1
ur.0763521661.41|ur.01324610003.38|1
ur.0763521661.41|ur.01360117561.19|1
ur.0645655406.88|ur.0621643160.19|8
ur.0645655406.88|ur.01017036620.03|3
ur.0645655406.88|ur.0632511150.69|3
ur.0645655406.88|ur.0775325121.62|2
ur.0645655406.88|ur.01005350474.77|1
ur.0645655406.88|ur.0763521661.41|1
ur.0645655406.88|ur.0726655414.15|1
ur.0645655406.88|ur.0712067676.85|1
ur.0645655406.88|ur.0620644104.36|1
ur.0645655406.88|ur.016363614222.68|1
ur.0645655406.88|ur.01331056567.35|1
ur.0645655406.88|ur.01270211166.22|1
ur.0645655406.88|ur.01212562774.72|1
ur.0645655406.88|ur.01205435531.41|1
ur.0645655406.88|ur.01152151243.29|1
ur.0645655406.88|ur.01124547064.70|1
ur.0645655406.88|ur.01106116117.02|1
ur.0645655406.88|ur.01060742250.24|1
ur.0645655406.88|ur.010434714444.72|1
ur.0645655406.88|ur.01004776104.69|1
ur.0676504756.20|ur.0621643160.19|8
ur.0676504756.20|ur.01017036620.03|3
ur.0676504756.20|ur.0632511150.69|3
ur.0676504756.20|ur.0775325121.62|2
ur.0676504756.20|ur.0763521661.41|1
ur.0676504756.20|ur.0726655414.15|1
ur.0676504756.20|ur.0712067676.85|1
ur.0676504756.20|ur.0620644104.36|1
ur.0676504756.20|ur.016363614222.68|1
ur.0676504756.20|ur.01331056567.35|1
ur.0676504756.20|ur.01270211166.22|1
ur.0676504756.20|ur.01212562774.72|1
ur.0676504756.20|ur.01205435531.41|1
ur.0676504756.20|ur.01152151243.29|1
ur.0676504756.20|ur.01124547064.70|1
ur.0676504756.20|ur.01106116117.02|1
ur.0676504756.20|ur.01060742250.24|1
ur.0676504756.20|ur.010434714444.72|1
ur.0676504756.20|ur.01005350474.77|1
ur.0676504756.20|ur.01004776104.69|1
ur.01302747466.26|ur.01207120103.29|8
ur.01302747466.26|ur.0721730631.45|8
ur.01302747466.26|ur.07423561367.62|5
ur.01302747466.26|ur.0721775233.60|4
ur.01302747466.26|ur.0640512403.86|4
ur.01302747466.26|ur.01242565474.00|3
ur.01302747466.26|ur.01100431331.04|3
ur.01302747466.26|ur.01217153226.17|2
ur.01302747466.26|ur.01257703457.74|2
ur.01302747466.26|ur.01302747466.26|2
ur.01302747466.26|ur.0657076451.24|2
ur.01302747466.26|ur.0722660612.29|2
ur.01302747466.26|ur.01005504116.00|1
ur.01302747466.26|ur.01016454100.33|1
ur.01302747466.26|ur.010205212117.50|1
ur.01302747466.26|ur.01027345757.23|1
ur.01302747466.26|ur.01037737316.13|1
ur.01302747466.26|ur.010546143103.08|1
ur.01302747466.26|ur.010553577775.14|1
ur.01302747466.26|ur.01064146320.53|1
ur.01302747466.26|ur.011003777327.22|1
ur.01302747466.26|ur.011033016243.08|1
ur.01302747466.26|ur.0767105504.29|1
ur.01302747466.26|ur.0732374135.99|1
ur.01302747466.26|ur.0763244404.65|1
ur.01302747466.26|ur.0732163070.98|1
ur.01302747466.26|ur.01107342035.04|1
ur.01302747466.26|ur.01246647401.34|1
ur.01302747466.26|ur.01122443461.80|1
ur.01302747466.26|ur.011535264111.51|1
ur.01302747466.26|ur.011665231651.17|1
ur.01302747466.26|ur.01167557463.05|1
ur.01302747466.26|ur.01200656557.13|1
ur.01302747466.26|ur.01204424303.15|1
ur.01302747466.26|ur.01252537503.55|1
ur.01302747466.26|ur.0704160417.51|1
ur.01302747466.26|ur.01320047175.28|1
ur.01302747466.26|ur.01320652703.27|1
ur.01302747466.26|ur.01337415047.52|1
ur.01302747466.26|ur.013444422603.51|1
ur.01302747466.26|ur.0620564173.19|1
ur.01302747466.26|ur.0674632425.14|1
ur.0723650047.49|ur.01207120103.29|8
ur.0723650047.49|ur.0721730631.45|8
ur.0723650047.49|ur.07423561367.62|5
ur.0723650047.49|ur.0721775233.60|4
ur.0723650047.49|ur.0657076451.24|4
ur.0723650047.49|ur.01242565474.00|3
ur.0723650047.49|ur.0722660612.29|3
ur.0723650047.49|ur.01000602647.66|2
ur.0723650047.49|ur.010546143103.08|2
ur.0723650047.49|ur.01100431331.04|2
ur.0723650047.49|ur.011033016243.08|2
ur.0723650047.49|ur.0640512403.86|2
ur.0723650047.49|ur.014515335362.20|2
ur.0723650047.49|ur.011535264111.51|2
ur.0723650047.49|ur.01146660016.40|2
ur.0723650047.49|ur.0767105504.29|2
ur.0723650047.49|ur.01027345757.23|1
ur.0723650047.49|ur.010205212117.50|1
ur.0723650047.49|ur.01016454100.33|1
ur.0723650047.49|ur.010524013447.10|1
ur.0723650047.49|ur.010542646154.35|1
ur.0723650047.49|ur.010553577775.14|1
ur.0723650047.49|ur.010645131102.92|1
ur.0723650047.49|ur.0621336461.89|1
ur.0723650047.49|ur.0620564173.19|1
ur.0723650047.49|ur.014615403714.34|1
ur.0723650047.49|ur.01356716460.59|1
ur.0723650047.49|ur.013444422603.51|1
ur.0723650047.49|ur.01332351610.88|1
ur.0723650047.49|ur.01320047175.28|1
ur.0723650047.49|ur.01246647401.34|1
ur.0723650047.49|ur.01226407050.99|1
ur.0723650047.49|ur.012137371515.19|1
ur.0723650047.49|ur.012073201224.71|1
ur.0723650047.49|ur.01170113007.08|1
ur.0723650047.49|ur.01167557463.05|1
ur.0723650047.49|ur.011665231651.17|1
ur.0723650047.49|ur.01107342035.04|1
ur.0723650047.49|ur.01106534704.27|1
ur.0723650047.49|ur.011003777327.22|1
ur.0723650047.49|ur.0674632425.14|1
ur.0723650047.49|ur.0701306622.23|1
ur.0723650047.49|ur.0766143253.20|1
ur.0723650047.49|ur.07372145325.11|1
ur.0723650047.49|ur.0704160417.51|1
ur.01144041011.33|ur.0632511150.69|8
ur.01144041011.33|ur.0621643160.19|6
ur.01144041011.33|ur.01017036620.03|5
ur.01144041011.33|ur.01370021645.17|3
ur.01144041011.33|ur.01127352226.45|3
ur.01144041011.33|ur.01106116117.02|3
ur.01144041011.33|ur.0775446106.53|2
ur.01144041011.33|ur.0775325121.62|2
ur.01144041011.33|ur.01331056567.35|2
ur.01144041011.33|ur.01270211166.22|2
ur.01144041011.33|ur.012306045101.50|2
ur.01144041011.33|ur.01004776104.69|2
ur.01144041011.33|ur.010434714444.72|1
ur.01144041011.33|ur.01060742250.24|1
ur.01144041011.33|ur.010755450661.75|1
ur.01144041011.33|ur.01076516013.05|1
ur.01144041011.33|ur.01152151243.29|1
ur.01144041011.33|ur.01165245747.67|1
ur.01144041011.33|ur.01177674512.28|1
ur.01144041011.33|ur.01215535225.46|1
ur.01144041011.33|ur.01227761764.71|1
ur.01144041011.33|ur.01240545576.43|1
ur.01144041011.33|ur.01247073502.08|1
ur.01144041011.33|ur.013022100313.56|1
ur.01144041011.33|ur.01347445124.93|1
ur.01144041011.33|ur.016552070371.96|1
ur.01144041011.33|ur.01367545054.28|1
ur.01144041011.33|ur.014312157652.15|1
ur.01144041011.33|ur.014732510515.04|1
ur.01144041011.33|ur.015055663735.33|1
ur.01144041011.33|ur.016250557662.94|1
ur.01144041011.33|ur.016363614222.68|1
ur.01144041011.33|ur.016626773715.87|1
ur.01144041011.33|ur.0763521661.41|1
ur.01144041011.33|ur.0606703734.66|1
ur.01144041011.33|ur.0620644104.36|1
ur.01144041011.33|ur.0637616634.28|1
ur.01144041011.33|ur.0712067676.85|1
ur.01144041011.33|ur.0726655414.15|1
ur.01144041011.33|ur.0731112626.37|1
ur.0772277102.18|ur.0632511150.69|8
ur.0772277102.18|ur.0621643160.19|6
ur.0772277102.18|ur.01017036620.03|5
ur.0772277102.18|ur.01127352226.45|3
ur.0772277102.18|ur.01106116117.02|3
ur.0772277102.18|ur.01370021645.17|3
ur.0772277102.18|ur.01331056567.35|2
ur.0772277102.18|ur.01270211166.22|2
ur.0772277102.18|ur.0775446106.53|2
ur.0772277102.18|ur.0775325121.62|2
ur.0772277102.18|ur.012306045101.50|2
ur.0772277102.18|ur.01004776104.69|2
ur.0772277102.18|ur.01152151243.29|1
ur.0772277102.18|ur.01165245747.67|1
ur.0772277102.18|ur.01177674512.28|1
ur.0772277102.18|ur.01060742250.24|1
ur.0772277102.18|ur.010755450661.75|1
ur.0772277102.18|ur.01076516013.05|1
ur.0772277102.18|ur.016552070371.96|1
ur.0772277102.18|ur.016250557662.94|1
ur.0772277102.18|ur.016363614222.68|1
ur.0772277102.18|ur.016626773715.87|1
ur.0772277102.18|ur.013022100313.56|1
ur.0772277102.18|ur.01215535225.46|1
ur.0772277102.18|ur.01227761764.71|1
ur.0772277102.18|ur.01240545576.43|1
ur.0772277102.18|ur.01247073502.08|1
ur.0772277102.18|ur.01347445124.93|1
ur.0772277102.18|ur.01367545054.28|1
ur.0772277102.18|ur.014312157652.15|1
ur.0772277102.18|ur.014732510515.04|1
ur.0772277102.18|ur.015055663735.33|1
ur.0772277102.18|ur.010434714444.72|1
ur.0772277102.18|ur.0726655414.15|1
ur.0772277102.18|ur.0731112626.37|1
ur.0772277102.18|ur.0763521661.41|1
ur.0772277102.18|ur.0606703734.66|1
ur.0772277102.18|ur.0620644104.36|1
ur.0772277102.18|ur.0637616634.28|1
ur.0772277102.18|ur.0712067676.85|1
ur.010546143103.08|ur.0721730631.45|7
ur.010546143103.08|ur.01207120103.29|7
ur.010546143103.08|ur.0721775233.60|5
ur.010546143103.08|ur.07423561367.62|5
ur.010546143103.08|ur.0657076451.24|4
ur.010546143103.08|ur.011535264111.51|3
ur.010546143103.08|ur.01242565474.00|3
ur.010546143103.08|ur.0722660612.29|3
ur.010546143103.08|ur.0767105504.29|3
ur.010546143103.08|ur.011033016243.08|3
ur.010546143103.08|ur.010546143103.08|2
ur.010546143103.08|ur.0704160417.51|2
ur.010546143103.08|ur.0640512403.86|2
ur.010546143103.08|ur.01200656557.13|1
ur.010546143103.08|ur.01027345757.23|1
ur.010546143103.08|ur.010542646154.35|1
ur.010546143103.08|ur.01064146320.53|1
ur.010546143103.08|ur.01100431331.04|1
ur.010546143103.08|ur.01107342035.04|1
ur.010546143103.08|ur.01167557463.05|1
ur.010546143103.08|ur.01204424303.15|1
ur.010546143103.08|ur.0766143253.20|1
ur.010546143103.08|ur.012073201224.71|1
ur.010546143103.08|ur.01252537503.55|1
ur.010546143103.08|ur.01320652703.27|1
ur.010546143103.08|ur.0674632425.14|1
ur.010546143103.08|ur.0732374135.99|1
ur.010546143103.08|ur.0763244404.65|1
ur.010546143103.08|ur.010205212117.50|1
ur.010546143103.08|ur.01016454100.33|1
ur.01145662053.07|ur.0621643160.19|8
ur.01145662053.07|ur.0632511150.69|3
ur.01145662053.07|ur.01017036620.03|3
ur.01145662053.07|ur.0775325121.62|2
ur.01145662053.07|ur.016363614222.68|1
ur.01145662053.07|ur.0620644104.36|1
ur.01145662053.07|ur.0712067676.85|1
ur.01145662053.07|ur.0726655414.15|1
ur.01145662053.07|ur.0763521661.41|1
ur.01145662053.07|ur.01331056567.35|1
ur.01145662053.07|ur.01270211166.22|1
ur.01145662053.07|ur.01212562774.72|1
ur.01145662053.07|ur.01004776104.69|1
ur.01145662053.07|ur.01205435531.41|1
ur.01145662053.07|ur.01005350474.77|1
ur.01145662053.07|ur.010434714444.72|1
ur.01145662053.07|ur.01060742250.24|1
ur.01145662053.07|ur.01106116117.02|1
ur.01145662053.07|ur.01124547064.70|1
ur.01145662053.07|ur.01152151243.29|1
ur.01212562774.72|ur.01017036620.03|3
ur.01212562774.72|ur.0632511150.69|3
ur.01212562774.72|ur.0621643160.19|2
ur.01212562774.72|ur.01106116117.02|2
ur.01212562774.72|ur.0767651144.84|1
ur.01212562774.72|ur.010216223411.87|1
ur.01212562774.72|ur.01061254536.75|1
ur.01212562774.72|ur.01152151243.29|1
ur.01212562774.72|ur.01331056567.35|1
ur.01212562774.72|ur.016042606472.36|1
ur.01075465176.23|ur.0621643160.19|8
ur.01075465176.23|ur.0632511150.69|3
ur.01075465176.23|ur.01017036620.03|3
ur.01075465176.23|ur.0775325121.62|2
ur.01075465176.23|ur.01106116117.02|1
ur.01075465176.23|ur.01004776104.69|1
ur.01075465176.23|ur.01005350474.77|1
ur.01075465176.23|ur.01031414124.25|1
ur.01075465176.23|ur.010434714444.72|1
ur.01075465176.23|ur.01052337620.39|1
ur.01075465176.23|ur.01060742250.24|1
ur.01075465176.23|ur.01075465176.23|1
ur.01075465176.23|ur.01124547064.70|1
ur.01075465176.23|ur.01152151243.29|1
ur.01075465176.23|ur.0612231577.82|1
ur.01075465176.23|ur.01205435531.41|1
ur.01075465176.23|ur.01212562774.72|1
ur.01075465176.23|ur.01270211166.22|1
ur.01075465176.23|ur.01331056567.35|1
ur.01075465176.23|ur.016123461761.17|1
ur.01075465176.23|ur.016363614222.68|1
ur.01075465176.23|ur.0620644104.36|1
ur.01075465176.23|ur.0662125177.25|1
ur.01075465176.23|ur.0704113004.84|1
ur.01075465176.23|ur.0712067676.85|1
ur.01075465176.23|ur.0726655414.15|1
ur.01075465176.23|ur.0763521661.41|1
ur.010434714444.72|ur.0632511150.69|8
ur.010434714444.72|ur.01106116117.02|6
ur.010434714444.72|ur.01017036620.03|6
ur.010434714444.72|ur.0621643160.19|3
ur.010434714444.72|ur.01331056567.35|2
ur.010434714444.72|ur.0637616634.28|1
ur.010434714444.72|ur.0767651144.84|1
ur.010434714444.72|ur.0775446106.53|1
ur.010434714444.72|ur.016042606472.36|1
ur.010434714444.72|ur.014732510515.04|1
ur.010434714444.72|ur.01370021645.17|1
ur.010434714444.72|ur.01060742250.24|1
ur.010434714444.72|ur.01004776104.69|1
ur.010434714444.72|ur.01005350474.77|1
ur.010434714444.72|ur.01005433737.34|1
ur.010434714444.72|ur.010216223411.87|1
ur.010434714444.72|ur.01061254536.75|1
ur.010434714444.72|ur.01306513376.45|1
ur.010434714444.72|ur.01152151243.29|1
ur.010434714444.72|ur.01170402002.42|1
ur.010434714444.72|ur.01212562774.72|1
ur.010434714444.72|ur.012306045101.50|1
ur.010434714444.72|ur.01240545576.43|1
ur.010434714444.72|ur.01270211166.22|1
ur.0712067676.85|ur.0632511150.69|8
ur.0712067676.85|ur.01017036620.03|6
ur.0712067676.85|ur.01106116117.02|6
ur.0712067676.85|ur.0621643160.19|3
ur.0712067676.85|ur.01331056567.35|2
ur.0712067676.85|ur.0775446106.53|1
ur.0712067676.85|ur.0767651144.84|1
ur.0712067676.85|ur.0637616634.28|1
ur.0712067676.85|ur.016042606472.36|1
ur.0712067676.85|ur.01061254536.75|1
ur.0712067676.85|ur.014732510515.04|1
ur.0712067676.85|ur.01370021645.17|1
ur.0712067676.85|ur.01306513376.45|1
ur.0712067676.85|ur.01270211166.22|1
ur.0712067676.85|ur.01240545576.43|1
ur.0712067676.85|ur.012306045101.50|1
ur.0712067676.85|ur.01212562774.72|1
ur.0712067676.85|ur.01170402002.42|1
ur.0712067676.85|ur.01152151243.29|1
ur.0712067676.85|ur.01060742250.24|1
ur.0712067676.85|ur.010216223411.87|1
ur.0712067676.85|ur.01005433737.34|1
ur.0712067676.85|ur.01005350474.77|1
ur.0712067676.85|ur.01004776104.69|1
ur.01005350474.77|ur.01017036620.03|3
ur.01005350474.77|ur.0632511150.69|3
ur.01005350474.77|ur.0621643160.19|2
ur.01005350474.77|ur.01106116117.02|2
ur.01005350474.77|ur.010216223411.87|1
ur.01005350474.77|ur.01061254536.75|1
ur.01005350474.77|ur.01152151243.29|1
ur.01005350474.77|ur.01331056567.35|1
ur.01005350474.77|ur.016042606472.36|1
ur.01005350474.77|ur.0767651144.84|1
ur.0775446106.53|ur.0632511150.69|7
ur.0775446106.53|ur.01017036620.03|7
ur.0775446106.53|ur.01106116117.02|4
ur.0775446106.53|ur.01152151243.29|2
ur.0775446106.53|ur.01331056567.35|2
ur.0775446106.53|ur.0621643160.19|2
ur.0775446106.53|ur.01061254536.75|1
ur.0775446106.53|ur.01212562774.72|1
ur.0775446106.53|ur.01270211166.22|1
ur.0775446106.53|ur.016042606472.36|1
ur.0775446106.53|ur.0767651144.84|1
ur.0775446106.53|ur.0775325121.62|1
ur.0775446106.53|ur.010216223411.87|1
ur.0775446106.53|ur.01005350474.77|1
ur.0775446106.53|ur.01004776104.69|1
ur.01152151243.29|ur.0632511150.69|3
ur.01152151243.29|ur.01017036620.03|3
ur.01152151243.29|ur.01106116117.02|2
ur.01152151243.29|ur.01370465677.06|1
ur.01152151243.29|ur.016042606472.36|1
ur.01152151243.29|ur.0633456602.93|1
ur.01152151243.29|ur.0767651144.84|1
ur.01152151243.29|ur.010216223411.87|1
ur.01152151243.29|ur.01061254536.75|1
ur.01370021645.17|ur.0632511150.69|7
ur.01370021645.17|ur.01017036620.03|6
ur.01370021645.17|ur.01106116117.02|3
ur.01370021645.17|ur.0621643160.19|3
ur.01370021645.17|ur.01331056567.35|2
ur.01370021645.17|ur.0775446106.53|1
ur.01370021645.17|ur.0775325121.62|1
ur.01370021645.17|ur.0772277102.18|1
ur.01370021645.17|ur.0767651144.84|1
ur.01370021645.17|ur.0731112626.37|1
ur.01370021645.17|ur.01247073502.08|1
ur.01370021645.17|ur.016626773715.87|1
ur.01370021645.17|ur.016042606472.36|1
ur.01370021645.17|ur.014312157652.15|1
ur.01370021645.17|ur.014152014735.71|1
ur.01370021645.17|ur.01370021645.17|1
ur.01370021645.17|ur.01270211166.22|1
ur.01370021645.17|ur.01262234203.57|1
ur.01370021645.17|ur.01004776104.69|1
ur.01370021645.17|ur.01212562774.72|1
ur.01370021645.17|ur.01152151243.29|1
ur.01370021645.17|ur.01144041011.33|1
ur.01370021645.17|ur.011412565763.37|1
ur.01370021645.17|ur.01127352226.45|1
ur.01370021645.17|ur.01076516013.05|1
ur.01370021645.17|ur.010755450661.75|1
ur.01370021645.17|ur.01061254536.75|1
ur.01370021645.17|ur.010216223411.87|1
ur.01370021645.17|ur.01005350474.77|1
ur.01270211166.22|ur.0632511150.69|7
ur.01270211166.22|ur.01017036620.03|6
ur.01270211166.22|ur.01106116117.02|4
ur.01270211166.22|ur.0621643160.19|2
ur.01270211166.22|ur.01004776104.69|1
ur.01270211166.22|ur.010216223411.87|1
ur.01270211166.22|ur.01061254536.75|1
ur.01270211166.22|ur.01240545576.43|1
ur.01270211166.22|ur.01270211166.22|1
ur.01270211166.22|ur.01370021645.17|1
ur.01270211166.22|ur.014732510515.04|1
ur.01270211166.22|ur.016042606472.36|1
ur.01270211166.22|ur.0767651144.84|1
ur.01270211166.22|ur.0775446106.53|1
ur.01004776104.69|ur.0632511150.69|7
ur.01004776104.69|ur.01017036620.03|6
ur.01004776104.69|ur.01106116117.02|4
ur.01004776104.69|ur.0621643160.19|2
ur.01004776104.69|ur.01004776104.69|1
ur.01004776104.69|ur.010216223411.87|1
ur.01004776104.69|ur.01061254536.75|1
ur.01004776104.69|ur.01240545576.43|1
ur.01004776104.69|ur.01270211166.22|1
ur.01004776104.69|ur.01370021645.17|1
ur.01004776104.69|ur.014732510515.04|1
ur.01004776104.69|ur.016042606472.36|1
ur.01004776104.69|ur.0767651144.84|1
ur.01004776104.69|ur.0775446106.53|1
ur.01177720023.31|ur.0702657043.11|2
ur.01177720023.31|ur.0617343710.37|1
ur.01177720023.31|ur.0637616634.28|1
ur.01177720023.31|ur.016552070371.96|1
ur.01177720023.31|ur.016603011744.36|1
ur.01177720023.31|ur.016407141111.81|1
ur.01177720023.31|ur.013166255175.02|1
ur.01177720023.31|ur.01046056107.42|1
ur.01177720023.31|ur.010645131102.92|1
ur.01177720023.31|ur.012137371515.19|1
ur.01177720023.31|ur.012306045101.50|1
ur.01177720023.31|ur.014653226451.88|1
ur.01177720023.31|ur.016361227267.11|1
ur.01177720023.31|ur.015010464310.39|1
ur.01177720023.31|ur.015055663735.33|1
ur.01177720023.31|ur.015171300240.70|1
ur.01177720023.31|ur.015252534171.65|1
ur.01177720023.31|ur.015267527106.14|1
ur.01177720023.31|ur.016250557662.94|1
ur.0757770613.51|ur.0621643160.19|6
ur.0757770613.51|ur.01017036620.03|3
ur.0757770613.51|ur.0632511150.69|2
ur.0757770613.51|ur.0775325121.62|2
ur.0757770613.51|ur.01167750503.30|1
ur.0757770613.51|ur.01201357361.13|1
ur.0757770613.51|ur.01224031676.37|1
ur.0757770613.51|ur.01262234203.57|1
ur.0757770613.51|ur.01370021645.17|1
ur.0757770613.51|ur.014030704113.15|1
ur.0757770613.51|ur.014152014735.71|1
ur.0757770613.51|ur.0760601756.09|1
ur.0757770613.51|ur.0772277102.18|1
ur.0757770613.51|ur.01165245747.67|1
ur.0757770613.51|ur.01161633026.26|1
ur.0757770613.51|ur.01106116117.02|1
ur.0757770613.51|ur.01124547064.70|1
ur.0757770613.51|ur.01124740433.08|1
ur.0757770613.51|ur.011412565763.37|1
ur.0757770613.51|ur.01144041011.33|1
ur.01367004535.41|ur.0721730631.45|6
ur.01367004535.41|ur.01207120103.29|5
ur.01367004535.41|ur.07423561367.62|3
ur.01367004535.41|ur.01100431331.04|2
ur.01367004535.41|ur.01242565474.00|2
ur.01367004535.41|ur.0640512403.86|2
ur.01367004535.41|ur.0657076451.24|2
ur.01367004535.41|ur.01064146320.53|1
ur.01367004535.41|ur.01032316131.09|1
ur.01367004535.41|ur.01027345757.23|1
ur.01367004535.41|ur.01016454100.33|1
ur.01367004535.41|ur.01013163063.00|1
ur.01367004535.41|ur.01000276270.01|1
ur.01367004535.41|ur.011033016243.08|1
ur.01367004535.41|ur.011535264111.51|1
ur.01367004535.41|ur.01167332553.13|1
ur.01367004535.41|ur.0763246667.20|1
ur.01367004535.41|ur.0763244404.65|1
ur.01367004535.41|ur.0737006177.12|1
ur.01367004535.41|ur.0727303777.13|1
ur.01367004535.41|ur.0722660612.29|1
ur.01367004535.41|ur.0721775233.60|1
ur.01367004535.41|ur.0714167574.29|1
ur.01367004535.41|ur.0712124546.55|1
ur.01367004535.41|ur.0650322642.18|1
ur.01367004535.41|ur.016026302173.26|1
ur.01367004535.41|ur.01167557463.05|1
ur.01367004535.41|ur.014724464545.40|1
ur.01367004535.41|ur.01350304715.28|1
ur.01367004535.41|ur.01345216761.20|1
ur.01367004535.41|ur.01324571004.87|1
ur.01367004535.41|ur.013245373171.14|1
ur.01367004535.41|ur.01303561153.93|1
ur.01367004535.41|ur.01277202621.80|1
ur.01367004535.41|ur.012547452644.37|1
ur.01367004535.41|ur.01242152210.18|1
ur.01367004535.41|ur.01206043275.56|1
ur.01367004535.41|ur.0767105504.29|1
ur.01340526721.32|ur.0721730631.45|6
ur.01340526721.32|ur.01207120103.29|5
ur.01340526721.32|ur.07423561367.62|3
ur.01340526721.32|ur.01100431331.04|2
ur.01340526721.32|ur.01242565474.00|2
ur.01340526721.32|ur.0657076451.24|2
ur.01340526721.32|ur.0640512403.86|2
ur.01340526721.32|ur.016026302173.26|1
ur.01340526721.32|ur.0763244404.65|1
ur.01340526721.32|ur.0712124546.55|1
ur.01340526721.32|ur.0714167574.29|1
ur.01340526721.32|ur.0721775233.60|1
ur.01340526721.32|ur.0722660612.29|1
ur.01340526721.32|ur.0727303777.13|1
ur.01340526721.32|ur.0737006177.12|1
ur.01340526721.32|ur.0763246667.20|1
